,rutenavn,rutenummer,merking,rutetype,informasjon,geometry
2966,['Bygata Maridalen-Jevnaker'],['F_20220216_01'],JA,,,"LINESTRING (10.718607011705915 60.027329978190714, 10.718834891966564 60.026948993226945, 10.719389960618093 60.02645795135152, 10.719761014222572 60.02607303570329, 10.72094001526009 60.02543303825185, 10.721457922269542 60.02520499326954, 10.721959974105198 60.0249000038189, 10.72263109029778 60.024623075036544, 10.72303206867799 60.02442798254848, 10.723433793309546 60.02404400310459, 10.723463111705591 60.02401083905106, 10.72349866116857 60.02398361115332, 10.723527918680642 60.02394928031409, 10.723551313021643 60.0239091881334, 10.723580402565256 60.0238612977644, 10.723627954595006 60.02379232999753, 10.723653803239497 60.023751128025445, 10.723676600624097 60.02369613470868, 10.72369400828858 60.02365136053215, 10.723720203976704 60.02362371572584, 10.723739873628446 60.02359480886832, 10.723751572893109 60.02357480763562, 10.723778791715077 60.02353924595501, 10.72382758944081 60.02349765470984, 10.723854162952087 60.02344970728649, 10.723893378559318 60.023392972888765, 10.723895380903745 60.02334184336475, 10.723900620164512 60.02330117968477, 10.723927916092588 60.02328088511333)"
2967,['Sognsvann st- Riksarkivet'],['F_20221220_03'],JA,,"Geometri hentet fra TraktorvegSti, 20230223","LINESTRING (10.733473767495509 59.96748399751231, 10.733794130114036 59.96749514713989, 10.73397034454879 59.96750756136748)"
2968,['Akerselva-langs'],['F_01812_01'],JA,,,"LINESTRING (10.788225655673054 59.96926160715068, 10.788124193940902 59.96912763092753, 10.78786028193041 59.96896459994009, 10.787521132101944 59.96883492090183, 10.787421000544413 59.96868898077477, 10.787301898817136 59.96850683266645, 10.787300886924033 59.96832847406984, 10.787183297114042 59.96813444982564, 10.786996340287251 59.96792645554548, 10.786779821243897 59.967764936296625, 10.786511391474658 59.96763744077028, 10.786236917960585 59.967557358939864, 10.785959415416405 59.967500849028994, 10.785699739747084 59.96749259732695, 10.785379072580206 59.96758935547307, 10.785101244356381 59.96772316575811, 10.784923859310407 59.96781259564298, 10.784886733465896 59.96791836073061, 10.78482289680171 59.968047120390445, 10.7845393441902 59.968038021701915)"
2969,['Ukjent'],['osl23'],JA,,,"LINESTRING (10.775420543909295 59.969184811385325, 10.775754751790235 59.96907244755873, 10.775794486287888 59.96899476218827, 10.775794975322581 59.96899385746216, 10.775852082897728 59.968882617093996, 10.775717595187146 59.96874988452207, 10.776006415775484 59.9687335137812, 10.776481500282106 59.968665865878584, 10.776557382453449 59.96864095370904, 10.777023415788895 59.968488011989976, 10.777267443833512 59.968424819489265, 10.77756364459266 59.96839244872871, 10.778154921425577 59.9683936442911, 10.77914179508441 59.96850545529202)"
2970,['Akerselva-langs'],['F_01812_01'],JA,,,"LINESTRING (10.777861208173677 59.96573172326413, 10.77741846618361 59.96566996710962, 10.776846088345325 59.96550900342014, 10.77646739476832 59.96531848566644, 10.776239386188676 59.965061541586095, 10.775997558695174 59.96491112363259, 10.775600307212798 59.964494161148295, 10.775425202360529 59.964191237305656, 10.775142620666477 59.96399205795405, 10.774769266612179 59.96394435873786, 10.77442111864435 59.96388563159618, 10.774034701440998 59.963754398781795, 10.773623261192391 59.963634189130914, 10.77323684525234 59.96350286419807, 10.772875637514183 59.963360511547265, 10.77267817378012 59.963235268450894, 10.772584194095257 59.96304199258527, 10.772496468838662 59.9628014799982, 10.772429211209685 59.96258530162444, 10.772545409415127 59.962232296368164, 10.772656881560291 59.961914921033916, 10.772585249470705 59.96173418843137, 10.772525582538835 59.96145889993839, 10.7724094399331 59.96125298837188, 10.772200625093694 59.961032334412586, 10.771954474365913 59.96091744421297, 10.771724239715457 59.960862425806134, 10.771374618917601 59.96081565605039, 10.77113412179832 59.960843493603676, 10.770924546465276 59.96081307514037, 10.770802349306802 59.96065457577729, 10.770692470975659 59.960401336274515, 10.77060627749726 59.960148856636515, 10.77050491519872 59.96001486624971, 10.77023509493886 59.9598992127735, 10.76982371629877 59.959778990932925, 10.76955238440909 59.95967521188892, 10.769071054691777 59.95973106416561, 10.768731283470501 59.95979148382008, 10.768518858558693 59.95978472102291, 10.768297924123074 59.95965861863929, 10.768062421708047 59.9594607696951, 10.767884747417963 59.95918176157278, 10.76751645039527 59.95890836061812, 10.767356379964504 59.958677256575875, 10.767013296320076 59.95839282863153, 10.766749752589499 59.95822975193817, 10.76645494031035 59.958125203333196, 10.766148420241585 59.957925158390964, 10.76600883229651 59.95771856742648, 10.76598121604071 59.9575631089537, 10.766197468823018 59.957356066008266, 10.766581977453285 59.957130513538985, 10.76669608592159 59.95697962415332, 10.766771947084234 59.956756227635196, 10.766994082381233 59.95650177225143, 10.767071640908304 59.95626658708505, 10.76700880843504 59.956014870185044, 10.76674831735161 59.955828041688754, 10.766399910689847 59.95576929766473, 10.766331993973541 59.95537484348252, 10.76609259912429 59.95502229299886, 10.765761894482697 59.95464312170966, 10.765558881443406 59.95437504790866, 10.765516263552795 59.95433807576439, 10.76495217202998 59.95448636250237, 10.764805899025486 59.954517329285316, 10.764528725345286 59.95446086091338, 10.764210091061544 59.954355458613456, 10.764032013929548 59.95426649843631, 10.76380336103109 59.95419967983973, 10.76372116525837 59.954101982783186, 10.76342031345194 59.954044661075244, 10.763076673811163 59.953950457869645, 10.763140747843936 59.95382170582156, 10.763210544820927 59.95364563484805, 10.763252283250301 59.95350433776965, 10.763468281229711 59.95292870393209, 10.763278514495976 59.95274424665173, 10.76306489336673 59.9525590301273, 10.762946163339366 59.952376856373064, 10.762830296508573 59.95217102305673, 10.76290312780254 59.95197120062492, 10.763037876907608 59.95184482726288, 10.763147420587032 59.951729388725184, 10.763584331187534 59.95164837410104, 10.763894910416676 59.95144438464966, 10.764276157942923 59.95124268269447, 10.764608883546103 59.95105123878033, 10.764757108636278 59.95081816327219, 10.764834665701574 59.95058288946409, 10.76492374579108 59.95044311391267, 10.76496546836131 59.95030172652652, 10.764824403432177 59.95010700972114, 10.764751752123907 59.94981823992345, 10.76487511315278 59.94971033901578)"
2971,['Ukjent'],['osl23'],JA,,,"LINESTRING (10.788199435926556 59.96947311717522, 10.788170182419362 59.96980780446356, 10.788391306127691 59.9701772703853)"
2972,['Ukjent'],['osl'],JA,,,"LINESTRING (10.58871827763486 60.100183724281564, 10.58898650641462 60.10025208123842, 10.589026931518529 60.10026237285867, 10.589452442436528 60.100347340741116, 10.58966037231792 60.100474436967154, 10.590170980966873 60.10059708782207, 10.590533049326384 60.10061204540937, 10.590908566844835 60.10070075284449, 10.59125779571344 60.10071424626002, 10.591788128188758 60.10073849289808, 10.59244084850604 60.100797906654286, 10.592885326957822 60.10094011293247, 10.593094656128512 60.101088381896645, 10.593244736305287 60.10115689529219, 10.594158555164181 60.101359814529424, 10.594333102112325 60.101398574717386, 10.594723850084796 60.101664280590946, 10.59472402753932 60.10185772644121, 10.594908540607202 60.10205047756684, 10.595297961966057 60.10210622499859, 10.595574719701963 60.10207881969715, 10.595908467518463 60.102087997184285, 10.59614670777298 60.10214188305049, 10.59651751546433 60.10253400558833, 10.597039400755955 60.102628294372614, 10.597372089994508 60.10276779351415, 10.597365278426542 60.10278314322258, 10.597598015150423 60.1028978036891, 10.597886740347619 60.10304681317665, 10.598272289702722 60.10314480886207, 10.598449299616142 60.10316727858994, 10.598875865502317 60.103153953066446, 10.598997998221416 60.10315014241871, 10.59929635403768 60.10303382712913, 10.59967811888172 60.10308336772635, 10.600000005097911 60.10311477133284, 10.600203154014393 60.10313467747554, 10.600259181376682 60.10334038068086, 10.600258660512308 60.10338897355306, 10.600258010861719 60.10344232784982, 10.600256499361612 60.10356691096346, 10.600198660324386 60.103757735608596, 10.60020917344798 60.10394108790196, 10.600402784545542 60.104161023534495, 10.600523587744698 60.10431511148951, 10.600624607026289 60.10448407745606, 10.600837969040562 60.104528915830166, 10.6013882879651 60.10464475720693, 10.602322801981169 60.10493735919809, 10.602498530501816 60.10499243973167, 10.602600458497049 60.10502434495811, 10.602788234825626 60.10512373460726, 10.60285415343164 60.10515868019473, 10.603160651655504 60.105320844747034, 10.603644908330919 60.10557228024198, 10.603927450391295 60.1057521562691, 10.60400170899391 60.10579948366146, 10.60407825947226 60.10604930225033, 10.60390243837134 60.10630325719736, 10.604104656507243 60.10648482476682, 10.604285589283533 60.1066355761868, 10.604381392114385 60.10671524284793, 10.604628472075449 60.10710516125345, 10.604911553212055 60.10726985105461, 10.60498592805175 60.10733055803713, 10.60541027175438 60.10770665014774, 10.605470345007456 60.10778396537135, 10.605677413490836 60.1078911100494, 10.605811431873189 60.107975880237944, 10.605972229411261 60.10791968463324, 10.606036267587866 60.10789735343739, 10.606287489669448 60.107784378627, 10.606684818489901 60.10749468197241, 10.607344872928687 60.10751666371464, 10.607400192875179 60.107518506515696, 10.607508584036918 60.10766061492387, 10.60758851991781 60.10776516951027, 10.607652483529447 60.107996009801646, 10.60799953033971 60.108117975398564, 10.608170948832619 60.108253839188464, 10.608319202967088 60.10832047213519, 10.608521172115818 60.10841132919604, 10.60866618624746 60.108536915808486, 10.608774900821418 60.10858588742304, 10.60892408732989 60.108653137040605, 10.609071449465423 60.108789920801826, 10.609259352609284 60.10898324017138, 10.609517280316116 60.109114637675496, 10.609590493642933 60.10915496964856, 10.609760144333944 60.10927648352225, 10.609919905616085 60.109331748654576, 10.61001729735894 60.10936981050259, 10.610233036146672 60.109668764522304, 10.6102480107832 60.10972489256301, 10.610336752047733 60.10987316521928, 10.610414949950286 60.110059734912596, 10.61049265170879 60.1101440181887, 10.61060692393824 60.11029557237668, 10.6106168825969 60.11034107414834, 10.610619009378118 60.110351466108305, 10.610626393991453 60.110384785182525, 10.610580625138342 60.11056388233854, 10.610665962440027 60.11071605799274, 10.610786985024284 60.1107479043527, 10.61084732245826 60.110804468164254, 10.611066455217607 60.11111729998728, 10.611104768260299 60.11120547509152, 10.611275369180339 60.11136451570119, 10.611281640816802 60.11137135464479, 10.611418792950818 60.11151966594701, 10.61152449958548 60.11154729748052, 10.611664634819483 60.11155412308822, 10.611821037765285 60.111617689341294, 10.612114772596202 60.11179633451277, 10.61254641092122 60.11185142827938, 10.61267377932502 60.11182895101651, 10.612797278194286 60.11188555269412, 10.61297926094266 60.1119938002291, 10.61305856406233 60.11204070200908, 10.613281068723383 60.11228577327143, 10.613323000853374 60.112410994784774, 10.61345942064893 60.11262496336581, 10.613623450152696 60.1128773029141, 10.613567358137633 60.11308050599272, 10.613516741330642 60.1132485269784, 10.613540711399489 60.11338905528607, 10.613575079544264 60.113572924385664, 10.613692884445852 60.11362699022905, 10.613773155212353 60.113763419379524, 10.613859664445764 60.11390965141256, 10.61396254500462 60.11401904170905, 10.614457975073206 60.11419665942098, 10.614993247382566 60.11430957577727, 10.615165910629532 60.11459081649221, 10.615133840147186 60.114718556988166, 10.614956723281503 60.11494892267165, 10.615008912937636 60.115125389288636, 10.614994952225365 60.11525183107315, 10.615176912779008 60.11528562435246, 10.61531093473612 60.11531057243508, 10.615419523118302 60.11542608882237, 10.615502472320042 60.11556185563405)"
2973,['Langs Svenskemuren'],['F_20221220_01'],JA,,"Geometri hentet fra TraktorvegSti, 20230223","LINESTRING (10.749940924519935 59.97459727781263, 10.74981798051632 59.97462064275263, 10.749678801171617 59.97465553934702, 10.749526899484524 59.97469383772919, 10.749378851128494 59.97471008046508, 10.74922931283305 59.97474223983228)"
2974,['Sognsvann st- Riksarkivet'],['F_20221220_03'],JA,,"Geometri hentet fra TraktorvegSti, 20230223","LINESTRING (10.735544602645827 59.967327627919076, 10.73552864300877 59.96731706017154)"
2975,['Låkeberget vest'],['F_20221220_04'],JA,,"Geometri hentet fra TraktorvegSti, 20230223","LINESTRING (10.745548540554438 59.98042534431013, 10.745710720445064 59.980363832761334, 10.745814883799744 59.980340720265694, 10.745921331090667 59.98033715686662, 10.746029472693168 59.980348749487554, 10.746157205952665 59.98035801714483, 10.74629519794929 59.98035789815163, 10.746427816556555 59.98035443718408, 10.7465379857849 59.980343279692654, 10.746639833265224 59.98031364077976, 10.746737597915057 59.98025073491986)"
2976,['Svartkulp sør'],['F_20221220_02'],JA,,"Geometri hentet fra TraktorvegSti, 20230223","LINESTRING (10.743987399293532 59.973860928108714, 10.743913558110583 59.97366979219172, 10.743784445296235 59.97347363841787, 10.743630244477059 59.973359187212445, 10.743500600464465 59.97332668082683, 10.743198998155666 59.973312252806465, 10.742661023205525 59.97329717309316)"
2977,['Sognsvann st- Riksarkivet'],['F_20221220_03'],JA,,"Geometri hentet fra TraktorvegSti, 20230223","LINESTRING (10.73491749871983 59.96720950584075, 10.734967031649102 59.967235170036545, 10.735070492912119 59.96728832667098, 10.735156113878034 59.967312079303895, 10.735330437782785 59.967329456317486, 10.735443227867854 59.967328062942556, 10.73552864300877 59.96731706017154)"
2978,['Sognsvann st- Riksarkivet'],['F_20221220_03'],JA,,"Geometri hentet fra TraktorvegSti, 20230223","LINESTRING (10.736090295464793 59.96730042184041, 10.736042320119875 59.967311381531324, 10.735990797661259 59.96731960364263, 10.735947689849734 59.967324302127516, 10.735898104800716 59.96732504418567, 10.73580819699352 59.96732550828142, 10.735691784180835 59.967326141293135, 10.735616593936749 59.9673271301966, 10.735544602645827 59.967327627919076)"
2979,['Sognsvann st- Riksarkivet'],['F_20221220_03'],JA,,"Geometri hentet fra TraktorvegSti, 20230223","LINESTRING (10.734387462472341 59.96725518253768, 10.734400387578223 59.96728995015884)"
2980,['Langs Svenskemuren'],['F_20221220_01'],JA,,"Geometri hentet fra TraktorvegSti, 20230223","LINESTRING (10.748547656054718 59.97493206729935, 10.748510177059982 59.97498250029927, 10.748416693156667 59.975054871245305, 10.748224749879418 59.975186835449755, 10.747985892219853 59.97535346011009, 10.747600597158472 59.97561462132035)"
2981,['Sognsvann st- Riksarkivet'],['F_20221220_03'],JA,,"Geometri hentet fra TraktorvegSti, 20230223","LINESTRING (10.73397034454879 59.96750756136748, 10.733982748922063 59.967508386332746, 10.734067625067993 59.967511043263144)"
2982,['Blåmerket sti Nordmarka'],['F_20170630_01'],JA,,,"LINESTRING (10.744435627086455 59.97435993761008, 10.744393375060353 59.97437765046206, 10.744336331686384 59.974396905988904, 10.744271172784591 59.9744049522096, 10.744202092036087 59.974399757791296)"
2983,['Blåmerket sti Nordmarka'],['F_20170630_01'],JA,,,"LINESTRING (10.752837058723237 59.97371450696346, 10.752876557820022 59.9736956603391, 10.752917221357583 59.97367850470254, 10.752961483735021 59.9736582475803, 10.752994458051866 59.97361766278598, 10.753023928095919 59.97356841257215, 10.753033657358872 59.97355247608995, 10.753074402597548 59.97347586247311, 10.753197642294403 59.973224363029146, 10.753219755643537 59.97314781722402, 10.753302089388827 59.97298685463127, 10.753455418494957 59.97270468786351, 10.753931230369448 59.97226609081546, 10.754457513043151 59.971853765201175, 10.754584207077531 59.97179316295136, 10.755070274018827 59.97163689030219, 10.755452527772798 59.97155717103669)"
2984,['Ukjent'],['osl'],JA,,,"LINESTRING (10.746980224086846 59.971458256923846, 10.747082403774908 59.97159189456257, 10.747165809046624 59.971807870519946, 10.747080863443408 59.971953774922525, 10.7469016290186 59.9720750609194, 10.746707559418079 59.97210861525852, 10.746403278788325 59.9723969924781, 10.746278872122522 59.97257961342422, 10.746119678960172 59.97269030453469, 10.745688224514021 59.97293204259917, 10.745213319538356 59.97317561113316, 10.744581976521912 59.97340543857007, 10.744232797289513 59.973644736924065, 10.744045289769566 59.97388845449186, 10.74401123015679 59.97393246421244)"
2985,['Langs Svenskemuren'],['F_20221220_01'],JA,,"Geometri hentet fra TraktorvegSti, 20230223","LINESTRING (10.750023585038454 59.97457794962375, 10.749940924519935 59.97459727781263)"
2986,['Svartkulp sør'],['F_20221220_02'],JA,,"Geometri hentet fra TraktorvegSti, 20230223","LINESTRING (10.744045408548498 59.97405083616856, 10.744136551111612 59.97425746079279, 10.744202092036087 59.974399757791296)"
2987,['Sognsvann st- Riksarkivet'],['F_20221220_03'],JA,,"Geometri hentet fra TraktorvegSti, 20230223","LINESTRING (10.733349110289065 59.96748114420269, 10.733449717108229 59.9674831458462, 10.733473767495509 59.96748399751231)"
2988,['Svartkulp sør'],['F_20221220_02'],JA,,"Geometri hentet fra TraktorvegSti, 20230223","LINESTRING (10.743987399293532 59.973860928108714, 10.74401123015679 59.97393246421244)"
2989,['Langs Svenskemuren'],['F_20221220_01'],JA,,"Geometri hentet fra TraktorvegSti, 20230223","LINESTRING (10.749229298629178 59.97474197057895, 10.749152191570696 59.97477487637163, 10.749080240163678 59.974810408211695, 10.749016729677402 59.97483271533577, 10.748969227392788 59.97483918269566, 10.74891724767598 59.97484229644069, 10.748846127879238 59.97484943595468, 10.748791685457942 59.97486021645769, 10.748746539404113 59.97488757914299, 10.748708515576277 59.974903890161414, 10.748636069590644 59.974923261813466, 10.748547656054718 59.97493206729935)"
2990,['Låkeberget vest'],['F_20221220_04'],JA,,"Geometri hentet fra TraktorvegSti, 20230223","LINESTRING (10.747091498625101 59.97983820722817, 10.74697178424714 59.97993346736975, 10.746923904928165 59.98000774828171, 10.746862722632047 59.98011866959618, 10.746737597915057 59.98025073491986)"
2991,['Sognsvann st- Riksarkivet'],['F_20221220_03'],JA,,"Geometri hentet fra TraktorvegSti, 20230223","LINESTRING (10.734067625067993 59.967511043263144, 10.734090233900515 59.96751173413197, 10.73420178486811 59.96751404046343, 10.734237953422324 59.967510242066254, 10.734274923939076 59.967501223931826, 10.73431277357315 59.96747818331334, 10.734329143434785 59.96746234061764, 10.73434723467351 59.967414322030834, 10.734379729127664 59.967336834917525, 10.734411935095777 59.967264111706115, 10.734461927190294 59.9672300440111, 10.734538662783507 59.967203797830784, 10.734651960007353 59.96718470518323, 10.734732021158875 59.96718437130739, 10.734839979272174 59.96719678344254, 10.73491749871983 59.96720950584075)"
2992,['Svartkulp sør'],['F_20221220_02'],JA,,"Geometri hentet fra TraktorvegSti, 20230223","LINESTRING (10.742661023205525 59.97329717309316, 10.742619237138479 59.973296467419054)"
2993,['Låkeberget vest'],['F_20221220_04'],JA,,"Geometri hentet fra TraktorvegSti, 20230223","LINESTRING (10.74513825904642 59.980574201503316, 10.745235944988762 59.98053015870517, 10.745329541695416 59.98050036046285, 10.74542048016933 59.980471136183326, 10.745548540554438 59.98042534431013)"
2994,['Langs Svenskemuren'],['F_20221220_01'],JA,,"Geometri hentet fra TraktorvegSti, 20230223","LINESTRING (10.750159183396109 59.97452953824739, 10.750023585038454 59.97457794962375)"
2995,['Langs Svenskemuren'],['F_20221220_01'],JA,,"Geometri hentet fra TraktorvegSti, 20230223","LINESTRING (10.750159183396109 59.97452953824739, 10.750244997536198 59.9744986719226, 10.750320290487469 59.974472166318236, 10.750446811876774 59.974438514674205, 10.750559898681583 59.974404951278046, 10.750703749571464 59.974366938098825, 10.7508257699522 59.97433289671694, 10.750935591294175 59.97430198091185, 10.751033816158628 59.97427202718689, 10.751122603834709 59.97424659947637, 10.751194736150566 59.974228128732456, 10.751255132561887 59.974201191530796, 10.75136057030228 59.97416871687726, 10.751430548857602 59.97415018476651, 10.751466137993706 59.974145491246546, 10.751521721259257 59.97414277773423, 10.751567738500588 59.97413875412536, 10.751655573215617 59.97411226092856, 10.751731026465293 59.97409221897532, 10.751810332463325 59.97406709626186, 10.751878816435081 59.974047416165114, 10.751959074410383 59.97402335849153, 10.752079892121225 59.97399373277268, 10.752188710254856 59.97397100228868, 10.7523218256896 59.97394013531693, 10.752407912552377 59.97391788606957, 10.752462953442375 59.97390152763844, 10.75251198455881 59.973879949959425, 10.752638548748235 59.97382006993022, 10.752683008311562 59.973796756612174, 10.75272541995416 59.973778769497535, 10.75278223071634 59.97374505333301, 10.752826977030256 59.97372038894703, 10.752837058723237 59.97371450696346)"
2996,['Svartkulp sør'],['F_20221220_02'],JA,,"Geometri hentet fra TraktorvegSti, 20230223","LINESTRING (10.74401123015679 59.97393246421244, 10.744018238958098 59.9739532982025, 10.744045408548498 59.97405083616856)"
2997,['Blåmerket sti Nordmarka'],['F_20170630_01'],JA,,,"LINESTRING (10.752837058723237 59.97371450696346, 10.752797155979115 59.97418673976337, 10.752840273044697 59.97443971193048, 10.753091277605488 59.97468983321581, 10.752957011991281 59.97495998056393, 10.752737507342012 59.97530580526416, 10.752668812607164 59.9756944442044, 10.752694013752492 59.976171201128544, 10.752720795640478 59.97667784506637, 10.75265445134193 59.97711100038639, 10.752791477616771 59.97745218016285, 10.75250147568186 59.977590212816025, 10.752271533873628 59.97774235661607, 10.751929945346893 59.97803016382017, 10.751532044006836 59.978378353736424, 10.751338295363695 59.978649288344414, 10.751245358610046 59.97914261148801, 10.751290040257334 59.97942529156663, 10.75146072225249 59.979840481732204, 10.751743061783378 59.98012000809222, 10.752024618723885 59.980384635166935, 10.752246112340947 59.98063514988016, 10.752375995148036 59.98075961418919)"
2998,['Liastua_ Gubbero'],['F_20211123_02'],JA,,"Geometri hentet fra TraktorvegSti, 20211215","LINESTRING (10.936406760654041 59.96652545565383, 10.93634084064796 59.966528668451765, 10.936273523561063 59.96652022529028)"
2999,['Oppsal Turvei E1 og E2'],['F_20230620_01'],JA,,"Geometri hentet fra TraktorvegSti, 20230620","LINESTRING (10.849088038030738 59.90427571810535, 10.848943892145378 59.90427531532426, 10.848680196550028 59.90426985306007, 10.848376411922995 59.904276628737065, 10.848152300800846 59.904282017035015, 10.848090921739741 59.904284404622096)"
3000,['Oppsal Turvei E1 og E2'],['F_20230620_01'],JA,,"Geometri hentet fra TraktorvegSti, 20230620","LINESTRING (10.851088663191268 59.90340954959814, 10.851089209861609 59.90331658107727)"
3001,['Oppsal Turvei E1 og E2'],['F_20230620_01'],JA,,"Geometri hentet fra TraktorvegSti, 20230620","LINESTRING (10.849875908190457 59.90367177861224, 10.850025802503394 59.903579498114794, 10.850062968272708 59.90355652210049, 10.850095680700504 59.903514567341446, 10.850136784712378 59.90351416995836, 10.850215241767653 59.903516661232366, 10.850280263651424 59.903518712359386, 10.850316121887268 59.903504377080914, 10.850344300627258 59.90347092872575, 10.850345855373291 59.90343138732094, 10.850347597671236 59.903417710642096, 10.850496218162748 59.903408618217334, 10.850729501148875 59.903407498120984, 10.850931438274495 59.903408614187605, 10.851088663191268 59.90340954959814)"
3002,['Oppsal Turvei E1 og E2'],['F_20230620_01'],JA,,"Geometri hentet fra TraktorvegSti, 20230620","LINESTRING (10.851303952989195 59.9031494686338, 10.851097063517809 59.903146087462694)"
3003,['Oppsal Turvei E1 og E2'],['F_20230620_01'],JA,,"Geometri hentet fra TraktorvegSti, 20230620","LINESTRING (10.847932897007956 59.90431419427622, 10.847922767441757 59.90431532429296)"
3004,['Oppsal Turvei E1 og E2'],['F_20230620_01'],JA,,"Geometri hentet fra TraktorvegSti, 20230620","LINESTRING (10.851097063517809 59.903146087462694, 10.851097076795558 59.90316881103844)"
3005,['Oppsal Turvei E1 og E2'],['F_20230620_01'],JA,,"Geometri hentet fra TraktorvegSti, 20230620","LINESTRING (10.851336687107942 59.903396994228004, 10.851336151101178 59.90339700175746)"
3006,['Oppsal Turvei E1 og E2'],['F_20230620_01'],JA,,"Geometri hentet fra TraktorvegSti, 20230620","LINESTRING (10.851423476444477 59.9033982001105, 10.85138201026428 59.9033985131668, 10.851336687107942 59.903396994228004)"
3007,['Oppsal Turvei E1 og E2'],['F_20230620_01'],JA,,"Geometri hentet fra TraktorvegSti, 20230620","LINESTRING (10.84371972273394 59.90407599593871, 10.843619447805796 59.90390575830176, 10.843462418631727 59.90364712612643, 10.843392409041709 59.903387366483166, 10.843311600749844 59.90308760961931, 10.843125714686241 59.90268243998752)"
3008,['Oppsal Turvei E1 og E2'],['F_20230620_01'],JA,,"Geometri hentet fra TraktorvegSti, 20230620","LINESTRING (10.844596164836917 59.904383750449334, 10.843975336232456 59.904277561990305, 10.843743025572092 59.90411572834955, 10.84371972273394 59.90407599593871)"
3009,['Oppsal Turvei E1 og E2'],['F_20230620_01'],JA,,"Geometri hentet fra TraktorvegSti, 20230620","LINESTRING (10.842826200453972 59.899171547870665, 10.842747469359937 59.89919618088643, 10.842685485175322 59.89921007108861, 10.842639811838058 59.89921825435519, 10.842602852423598 59.899225597230085)"
3010,['Oppsal Turvei E1 og E2'],['F_20230620_01'],JA,,"Geometri hentet fra TraktorvegSti, 20230620","LINESTRING (10.847922767441757 59.90431532429296, 10.847704788464199 59.904350624772604, 10.847651615004526 59.904359094498055, 10.847529075074318 59.904364584652185)"
3011,['Oppsal Turvei E1 og E2'],['F_20230620_01'],JA,,"Geometri hentet fra TraktorvegSti, 20230620","LINESTRING (10.851091138672531 59.90327092682827, 10.851097076795558 59.90316881103844)"
3012,['Oppsal Turvei E1 og E2'],['F_20230620_01'],JA,,"Geometri hentet fra TraktorvegSti, 20230620","LINESTRING (10.843125714686241 59.90268243998752, 10.843257188540639 59.9016511181316)"
3013,['Oppsal Turvei E1 og E2'],['F_20230620_01'],JA,,"Geometri hentet fra TraktorvegSti, 20230620","LINESTRING (10.843257188540639 59.9016511181316, 10.843173771479472 59.90116224290818, 10.843181330048868 59.90100828055576)"
3014,['Oppsal Turvei E1 og E2'],['F_20230620_01'],JA,,"Geometri hentet fra TraktorvegSti, 20230620","LINESTRING (10.849818167060679 59.903745969715644, 10.849830949365815 59.90373788639312, 10.849854805004426 59.903716713967746, 10.849866986042812 59.90369139417762, 10.849875908190457 59.90367177861224)"
3015,['Oppsal Turvei E1 og E2'],['F_20230620_01'],JA,,"Geometri hentet fra TraktorvegSti, 20230620","LINESTRING (10.842683910024826 59.90062084984107, 10.842590259054207 59.900566652326866, 10.842549100493779 59.900488548041594, 10.842512097110477 59.900375716265096, 10.842474909802892 59.900304741800596, 10.842484667892368 59.900225925628, 10.84249026312487 59.900107468512594, 10.842504994412481 59.89998933274744, 10.842520453583855 59.89990370057915, 10.842547553549 59.89976033291035, 10.842550952096335 59.89966031899463, 10.842569211124914 59.89958650352105, 10.842580243169706 59.89949841835887, 10.842592634817743 59.899363878756496, 10.842590337074272 59.899270770576194, 10.842576899524808 59.89923152876339)"
3016,['Oppsal Turvei E1 og E2'],['F_20230620_01'],JA,,"Geometri hentet fra TraktorvegSti, 20230620","LINESTRING (10.846912534132905 59.904416248343146, 10.847293971671489 59.90439742998183, 10.847529075074318 59.904364584652185)"
3017,['Oppsal Turvei E1 og E2'],['F_20230620_01'],JA,,"Geometri hentet fra TraktorvegSti, 20230620","LINESTRING (10.84960855521397 59.90391552248768, 10.849621315584688 59.90390061338772, 10.849636763918983 59.90387937935914, 10.849648567869579 59.90385370561521, 10.849663300434493 59.90382924820927, 10.849678774716821 59.90381169631594, 10.849705684990036 59.903797217338585, 10.849739290941958 59.90378417127385, 10.849774951057109 59.903769479659864, 10.849805558427848 59.90375396078207, 10.849818167060679 59.903745969715644)"
3018,['Oppsal Turvei E1 og E2'],['F_20230620_01'],JA,,"Geometri hentet fra TraktorvegSti, 20230620","LINESTRING (10.848006826448856 59.90430597230532, 10.847932897007956 59.90431419427622)"
3019,['Oppsal Turvei E1 og E2'],['F_20230620_01'],JA,,"Geometri hentet fra TraktorvegSti, 20230620","LINESTRING (10.842688709204332 59.90062356706603, 10.842865763324198 59.900724470747946, 10.84315643306727 59.90093650565671, 10.843185189279245 59.90095532432616, 10.843181330048868 59.90100828055576)"
3020,['Oppsal Turvei E1 og E2'],['F_20230620_01'],JA,,"Geometri hentet fra TraktorvegSti, 20230620","LINESTRING (10.844596164836917 59.904383750449334, 10.844600860170061 59.904384582904804, 10.84510346383329 59.9042774913497, 10.84525524920753 59.90425767234607, 10.845313168892773 59.90425416689501, 10.845490853720767 59.904243505600114)"
